masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
7214,Phan Mạnh,Thắng,2005/7/19,1,Tiền Giang,PM22
7215,Bùi Hoàng,Mỹ,2000/12/24,0,Tiền Giang,NA23
7216,Nguyễn Văn,Ánh,2004/10/21,1,HCM,TU22
7217,Trương Văn,Hậu,2004/5/17,1,Cần Thơ,LU24
7218,Trương Trung,Thanh,2005/10/3,0,Vĩnh Long,HT24
7219,Trần Gia,Ngân,2000/11/30,1,An Giang,HT23
7220,Bùi Nhật,Sang,2004/3/10,0,Long An,HT22
7221,Nguyễn Hoàng,Hồng,2001/3/10,1,Cần Thơ,NA22
7222,Lê Hoài,Dương,2002/9/26,0,Tiền Giang,SP23
7223,Phạm Thế,Sang,2000/9/2,0,Trà Vinh,TI24
7224,Võ Thị,Trang,2000/1/10,0,Nam Định,TU23
7225,Phan Minh,Nhã,2000/6/26,0,Trà Vinh,TI24
7226,Võ Trung,Phượng,2000/7/13,1,Nam Định,TU24
7227,Phan Thị,Vỹ,2004/8/21,0,Long An,NA22
7228,Lê Trung,Vy,2000/2/15,0,HCM,SP22
7229,Bùi Nhật,Dung,2000/9/7,0,Tiền Giang,TU22
7230,Bùi Thế,Diễm,2000/4/13,0,Trà Vinh,NA23
7231,Trần Nhật,Châu,2005/10/4,1,HCM,HT23
7232,Nguyễn Hoài,Cẩm,2004/4/28,0,Nam Định,NA24
7233,Phan Gia,Duy,2002/2/22,1,Vĩnh Long,HQ24
7234,Phạm Hữu,Hậu,2003/8/1,0,An Giang,HD24
7235,Lê Gia,Long,2004/3/18,1,HCM,TC24
7236,Võ Văn,Nghĩa,2003/6/20,1,Tiền Giang,SP22
7237,Trương Minh,Tài,2000/5/4,0,Nam Định,HD24
7238,Trần Hoài,Nhi,2003/12/19,0,An Giang,HQ24
7239,Lê Hoài,Linh,2002/11/30,1,An Giang,DT24
7240,Phạm Hoài,Sương,2003/2/19,1,Cần Thơ,HD24
7241,Võ Hoài,Uyên,2001/11/21,1,Trà Vinh,LU24
7242,Phan Mạnh,Như,2004/6/9,0,An Giang,HT22
7243,Nguyễn Thị,Thanh,2000/5/11,0,Cần Thơ,PM21
7244,Phan Thế,Nhã,2004/11/5,1,Cần Thơ,HC24
7245,Nguyễn Nhật,Sang,2001/4/19,0,Trà Vinh,PM22
7246,Lê Quang,Khải,2000/3/9,1,Vĩnh Long,MT24
7247,Nguyễn Nhật,Đại,2003/7/3,0,Long An,PM22
7248,Võ Văn,Nhi,2005/5/5,1,Nam Định,HT24
7249,Trần Hoàng,Ân,2004/9/23,0,Long An,VL24
7250,Lê Gia,Băng,2003/8/15,1,An Giang,TM24
7251,Võ Thị,Phước,2003/12/4,0,Long An,TU23
7252,Nguyễn Quang,Sơn,2001/4/6,1,Nam Định,SP22
7253,Nguyễn Hữu,Khôi,2000/7/5,1,Nam Định,TU23
7254,Trương Thế,Khanh,2004/11/10,1,Long An,TO24
7255,Phạm Mạnh,Trang,2005/2/19,0,Cần Thơ,HQ24
7256,Trần Nhật,Uyên,2000/4/3,0,An Giang,NA23
7257,Phan Nhật,Linh,2004/2/4,0,Long An,HQ23
7258,Nguyễn Hữu,Hà,2003/5/11,0,HCM,HD24
7259,Bùi Quang,Sương,2003/4/2,0,Trà Vinh,SP23
7260,Bùi Gia,Vinh,2002/8/7,0,Nam Định,TU23
7261,Lê Hoàng,Phúc,2003/9/3,0,Tiền Giang,SP24
7262,Trần Minh,Kiều,2004/4/1,1,Trà Vinh,NA24
7263,Phan Mạnh,Phú,2005/11/2,1,Cần Thơ,NA23
7264,Võ Mạnh,Thịnh,2004/11/12,0,An Giang,TU23
7265,Phan Gia,Dung,2002/4/29,0,An Giang,NA23
7266,Trần Văn,Phú,2004/5/25,1,Nam Định,NA23
7267,Lê Minh,Tiên,2002/3/23,0,Vĩnh Long,SP23
7268,Bùi Hoàng,Bạch,2001/11/8,0,HCM,MT24
7269,Phạm Gia,Dương,2004/5/26,0,Vĩnh Long,HT22
7270,Nguyễn Nhật,Giang,2005/11/11,0,Vĩnh Long,NA24
7271,Bùi Quang,Huỳnh,2001/4/13,0,Tây Ninh,TU24
7272,Phan Gia,Phượng,2005/4/20,0,An Giang,NA22
7273,Trương Quang,Cẩm,2005/9/20,0,Trà Vinh,PM24
7274,Phạm Hoàng,Danh,2004/3/5,1,Nam Định,HQ23
7275,Lê Quang,Phú,2000/12/1,0,Long An,HD24
7276,Bùi Hữu,Uyên,2001/2/18,1,Trà Vinh,SP24
7277,Phạm Nhật,Anh,2004/9/9,1,HCM,LU24
7278,Nguyễn Minh,Chi,2000/12/16,0,Vĩnh Long,MT24
7279,Trần Văn,Huỳnh,2002/7/3,1,Vĩnh Long,HT22
7280,Lê Gia,Băng,2002/4/29,0,Cần Thơ,HC24
7281,Lê Mạnh,Tấn,2003/8/21,0,Tiền Giang,VL24
7282,Nguyễn Thế,Chi,2004/9/25,1,Tiền Giang,PM23
7283,Võ Hoài,Sơn,2004/10/14,0,Cần Thơ,NA23
7284,Phạm Văn,Châu,2002/11/15,1,HCM,NA24
7285,Lê Gia,Khang,2002/10/30,1,An Giang,NA22
7286,Trương Mạnh,Bình,2001/4/22,1,Trà Vinh,LU24
7287,Phạm Thế,Huỳnh,2004/4/12,0,Tiền Giang,TC23
7288,Trần Hữu,My,2004/4/4,0,An Giang,TU23
7289,Phạm Hoài,Sang,2005/5/11,0,Trà Vinh,NA24
7290,Phạm Minh,Phúc,2004/2/23,0,Trà Vinh,HT23
7291,Võ Nhật,Châu,2005/9/23,0,Tây Ninh,HD24
7292,Trương Hoàng,Đại,2003/7/23,1,Tiền Giang,TM24
7293,Trương Văn,Hậu,2004/10/15,1,Cần Thơ,HQ23
7294,Nguyễn Thị,Bảo,2004/6/16,0,Tây Ninh,HC24
7295,Phan Hữu,Tiên,2003/8/12,1,Tây Ninh,PM21
7296,Lê Văn,Diễm,2001/7/28,1,Trà Vinh,TC24
7297,Bùi Hoàng,Uyên,2000/11/19,0,An Giang,MT24
7298,Bùi Hoàng,Sương,2000/12/6,0,An Giang,MK24
7299,Phạm Thế,Đại,2005/8/8,1,Nam Định,PM21
7300,Võ Hoài,Thành,2000/9/28,0,An Giang,DT24
7301,Nguyễn Gia,Khanh,2003/1/7,0,Cần Thơ,HQ23
7302,Nguyễn Hoài,Phương,2001/2/19,0,HCM,TC23
7303,Bùi Văn,Ánh,2001/11/30,1,Vĩnh Long,MT24
7304,Bùi Thị,Thương,2000/2/25,0,Long An,TC24
7305,Trương Trung,Thanh,2005/10/5,0,Tây Ninh,DT24
7306,Lê Hoài,Khánh,2005/3/1,0,Trà Vinh,HT22
7307,Bùi Minh,Dung,2002/4/23,0,Vĩnh Long,VL24
7308,Trần Quang,Duyên,2000/4/28,1,Cần Thơ,TC24
7309,Nguyễn Quang,Đại,2002/7/15,0,Tiền Giang,PM22
7310,Bùi Văn,Sang,2000/8/7,1,Nam Định,TI24
7311,Trương Quang,Đức,2005/1/8,0,Long An,HD24
7312,Nguyễn Hữu,Ân,2001/4/30,0,Tiền Giang,TU23
7313,Trần Thế,My,2002/6/15,1,Tây Ninh,HT22
7314,Phan Hoài,Bảo,2002/6/24,1,Tây Ninh,VL24
7315,Nguyễn Minh,Linh,2004/1/15,1,Nam Định,DL24
7316,Lê Trung,Duyên,2005/2/22,1,Tây Ninh,HC24
7317,Phạm Gia,Linh,2001/7/14,0,Trà Vinh,NA22
7318,Bùi Nhật,Ngân,2001/10/23,0,Long An,SP22
7319,Võ Mạnh,Duy,2001/12/19,0,Tiền Giang,TO24
7320,Trần Văn,Cẩm,2000/4/8,1,Trà Vinh,HT24
7321,Võ Mạnh,Trang,2001/10/5,0,Tiền Giang,HT24
7322,Võ Văn,My,2002/11/10,1,Cần Thơ,PM23
7323,Phan Hoàng,Đạt,2001/7/25,1,Tiền Giang,HC24
7324,Võ Gia,Kim,2003/7/18,0,Nam Định,HT22
7325,Phạm Quang,Bích,2000/8/8,1,Long An,TO24
7326,Lê Mạnh,Danh,2002/12/16,1,Vĩnh Long,HD24
7327,Bùi Trung,Châu,2005/8/14,0,HCM,TU24
7328,Bùi Hữu,Vy,2002/6/3,0,Tiền Giang,HQ24
7329,Trương Văn,Thương,2002/10/10,1,An Giang,DL24
7330,Bùi Thế,Nhã,2003/12/4,1,Trà Vinh,TI24
7331,Trần Quang,Kiều,2000/5/11,1,Cần Thơ,PM23
7332,Bùi Nhật,Đức,2002/3/8,1,Trà Vinh,NA22
7333,Trần Hoài,Châu,2001/9/18,0,Nam Định,HT24
7334,Trần Thế,Ngọc,2005/3/15,0,HCM,HD24
7335,Nguyễn Thị,Long,2004/12/17,0,Nam Định,SP24
7336,Phạm Hoài,Nhã,2005/5/8,0,Tiền Giang,TM24
7337,Nguyễn Thị,Phương,2000/4/6,0,Tiền Giang,NA22
7338,Trương Hoài,Khang,2002/5/20,1,Nam Định,PM22
7339,Phan Hoài,Thắng,2004/9/15,0,Trà Vinh,HT24
7340,Phạm Hoàng,Vy,2005/1/7,1,Long An,HT24
7341,Lê Thế,Ngân,2000/10/14,0,An Giang,TC23
7342,Trương Mạnh,Khải,2004/3/29,0,Trà Vinh,TI24
7343,Nguyễn Thế,Khánh,2005/5/5,0,HCM,TC24
7344,Lê Hoàng,Vỹ,2005/4/18,0,An Giang,HT23
7345,Trần Thế,Nhã,2002/11/11,1,HCM,MK24
7346,Phan Hoàng,Hà,2000/11/8,0,HCM,SP24
7347,Trương Nhật,Ánh,2003/10/9,1,Tiền Giang,SP23
7348,Lê Quang,Chi,2001/7/3,0,Tiền Giang,SP24
7349,Võ Mạnh,An,2000/12/18,0,HCM,DT24
7350,Trương Trung,Phú,2001/12/5,0,Nam Định,HQ24
7351,Lê Mạnh,Phú,2002/9/19,1,Vĩnh Long,NA23
7352,Trương Hoàng,My,2005/4/1,1,Tiền Giang,SP22
7353,Trần Quang,Thương,2001/5/16,1,Tiền Giang,TC23
7354,Trương Trung,Vinh,2003/10/13,1,Nam Định,PM23
7355,Phan Minh,Ánh,2004/4/16,0,Vĩnh Long,PM22
7356,Lê Thế,Duyên,2005/8/19,1,Trà Vinh,TU22
7357,Trần Hoàng,Bích,2005/4/24,0,Long An,NA22
7358,Trương Thị,Thắng,2001/5/18,0,Cần Thơ,TU23
7359,Phan Hoàng,Kim,2002/5/28,0,Long An,PM23
7360,Bùi Mạnh,Phượng,2005/1/22,1,Long An,HD24
7361,Phan Hoài,Ngân,2002/1/7,0,Cần Thơ,NA24
7362,Lê Minh,Châu,2002/1/30,1,Vĩnh Long,TM24
7363,Trần Nhật,Mỹ,2000/7/16,0,Trà Vinh,TC24
7364,Phạm Quang,Đạt,2003/6/8,0,An Giang,TI24
7365,Bùi Trung,Dung,2004/11/6,0,An Giang,TU23
7366,Trương Trung,Dung,2001/2/17,0,HCM,NA22
7367,Võ Văn,Thanh,2005/7/20,1,Tây Ninh,HQ24
7368,Võ Thế,Đại,2003/3/23,1,Trà Vinh,TU24
7369,Phạm Mạnh,Tài,2002/4/14,0,Tây Ninh,HD24
7370,Võ Hoài,Đức,2002/8/15,0,Tiền Giang,MT24
7371,Lê Trung,Vy,2002/7/28,0,Vĩnh Long,TU22
7372,Lê Thị,Phú,2004/9/15,0,Long An,TC23
7373,Trần Hoài,Phượng,2005/3/6,1,Tây Ninh,HQ23
7374,Phạm Trung,Đạt,2003/5/3,0,Tiền Giang,SP24
7375,Bùi Gia,Phước,2000/8/27,1,Nam Định,MT24
7376,Trần Quang,Vinh,2005/12/1,1,Vĩnh Long,MT24
7377,Nguyễn Hoài,Ân,2001/10/11,0,HCM,NA22
7378,Võ Hữu,Hồng,2004/12/15,0,Nam Định,HT23
7379,Nguyễn Minh,Lợi,2005/6/19,0,An Giang,NA24
7380,Lê Hữu,Tấn,2004/4/16,0,Cần Thơ,DT24
7381,Võ Văn,Dung,2001/12/11,1,Long An,TC23
7382,Trương Trung,An,2001/3/1,1,Cần Thơ,DT24
7383,Phan Hoài,Thương,2002/3/14,0,Cần Thơ,MT24
7384,Bùi Văn,Thịnh,2005/12/28,1,HCM,TU24
7385,Bùi Minh,Phú,2001/6/16,0,Trà Vinh,HC24
7386,Lê Hữu,Duy,2003/7/18,1,Trà Vinh,HT24
7387,Võ Quang,Vân,2002/2/26,1,Tiền Giang,HT22
7388,Trương Quang,Hậu,2005/9/20,1,Vĩnh Long,TO24
7389,Lê Thế,Hà,2005/10/9,1,HCM,HQ23
7390,Nguyễn Minh,Nghĩa,2005/5/6,1,Vĩnh Long,TU23
7391,Lê Gia,Linh,2004/9/15,1,Vĩnh Long,SP24
7392,Võ Quang,Kim,2004/12/4,1,HCM,LU24
7393,Phạm Mạnh,Như,2000/2/6,1,HCM,NA23
7394,Trần Mạnh,Diễm,2001/3/29,1,Long An,NA24
7395,Trương Hữu,Cường,2002/6/30,1,Cần Thơ,SP22
7396,Phan Thế,Anh,2003/3/8,1,An Giang,MK24
7397,Phan Hoài,Linh,2004/2/23,0,HCM,SP23
7398,Phạm Thế,Sơn,2003/12/23,1,HCM,TU24
7399,Lê Trung,Thắng,2001/5/7,1,Cần Thơ,TC24
7400,Bùi Nhật,Nhã,2004/3/8,0,Vĩnh Long,PM23
7401,Trần Nhật,Sang,2002/2/19,1,Trà Vinh,SP22
7402,Phạm Quang,Vinh,2005/5/28,0,Long An,PM23
7403,Phan Quang,Thắng,2005/1/22,0,An Giang,TO24
7404,Trần Thế,Phúc,2005/5/18,1,An Giang,TU24
7405,Lê Thị,Đức,2001/6/23,0,Nam Định,PM22
7406,Võ Văn,Bạch,2001/4/26,1,Cần Thơ,SP22
7407,Lê Quang,Đại,2004/9/30,0,HCM,TU22
7408,Lê Hoàng,Hậu,2002/11/2,0,Tiền Giang,MK24
7409,Trương Quang,Tiên,2002/11/21,0,Long An,PM21
7410,Bùi Văn,Khải,2004/7/2,1,Tiền Giang,SP24
7411,Trương Minh,Vỹ,2002/11/28,0,Vĩnh Long,DT24
7412,Lê Văn,Chi,2004/6/7,1,Long An,NA24
7413,Lê Hữu,Cẩm,2000/2/1,1,Cần Thơ,DL24
7414,Trần Thế,My,2004/1/29,1,HCM,SP23
7415,Phạm Văn,Đạt,2003/9/17,1,Tiền Giang,TU23
7416,Phan Nhật,Dương,2003/7/1,1,Long An,LU24
7417,Phan Mạnh,Lợi,2004/5/23,0,Cần Thơ,PM22
7418,Trương Hoài,Phượng,2000/1/3,1,Tây Ninh,SP22
7419,Nguyễn Hoài,Thành,2002/4/23,0,Nam Định,PM22
7420,Nguyễn Gia,Anh,2002/3/18,0,Tiền Giang,VL24
7421,Bùi Hoài,Sơn,2000/3/17,1,An Giang,HD24
7422,Phạm Trung,Nghĩa,2003/2/26,1,An Giang,TU22
7423,Phan Thế,Ánh,2000/3/25,1,Cần Thơ,TC24
7424,Phạm Hoàng,Tấn,2001/4/25,1,An Giang,HD24
7425,Trần Hữu,Thương,2004/5/12,0,Nam Định,TU22
7426,Phan Văn,Hồng,2002/4/26,1,HCM,NA22
7427,Trần Trung,Tài,2002/9/27,0,Trà Vinh,HQ23
7428,Võ Mạnh,Diễm,2004/9/15,0,Cần Thơ,HT24
7429,Bùi Hoài,Vy,2003/2/11,0,Nam Định,TU22
7430,Trần Hoàng,Thịnh,2002/7/12,1,Cần Thơ,NA23
7431,Lê Hoài,Khánh,2005/4/29,1,Long An,TM24
7432,Phạm Nhật,Oanh,2004/10/14,0,Vĩnh Long,TU22
7433,Trần Gia,Hồng,2002/8/1,0,Tây Ninh,HT23
7434,Trần Minh,Hồng,2001/8/19,1,Tiền Giang,TU24
7435,Trần Gia,Giang,2004/11/14,1,An Giang,PM23
7436,Võ Gia,Diễm,2000/12/13,1,Tiền Giang,HT24
7437,Bùi Hoàng,Thanh,2004/4/16,1,Vĩnh Long,TC24
7438,Phạm Mạnh,Cẩm,2001/8/5,0,Tây Ninh,TU24
7439,Phan Minh,Kiều,2000/11/11,0,Long An,NA22
7440,Phan Hữu,Bạch,2001/4/4,1,Tiền Giang,PM24
7441,Võ Hữu,Ngân,2002/6/7,1,Nam Định,PM23
7442,Võ Thị,Như,2004/1/28,0,Trà Vinh,TU22
7443,Phan Trung,Ngân,2002/6/22,1,Tiền Giang,HT24
7444,Trần Quang,Ngân,2000/4/1,0,HCM,PM24
7445,Phạm Thế,Phượng,2005/9/7,1,Tây Ninh,HT23
7446,Võ Mạnh,Phúc,2002/7/8,1,Tây Ninh,HD24
7447,Bùi Hoài,Vy,2004/12/15,1,HCM,PM24
7448,Trương Trung,Mỹ,2001/12/8,1,Tiền Giang,VL24
7449,Võ Minh,Như,2001/2/14,1,Vĩnh Long,HT22
7450,Trần Minh,Duy,2001/4/3,1,Long An,HQ23
7451,Trần Gia,Mỹ,2003/2/21,0,An Giang,PM23
7452,Trương Hữu,Anh,2001/2/2,0,Vĩnh Long,HQ24
7453,Bùi Hoài,Bảo,2000/3/3,0,Nam Định,TI24
7454,Lê Minh,Bình,2003/1/20,0,Trà Vinh,DT24
7455,Phan Hữu,Thanh,2003/9/26,0,Long An,MK24
7456,Võ Thế,Như,2002/4/7,1,HCM,TU23
7457,Lê Thế,Huỳnh,2000/7/16,1,Tây Ninh,SP22
7458,Nguyễn Hoàng,Cường,2002/4/12,1,Vĩnh Long,HQ24
7459,Võ Thế,Vy,2000/6/16,0,Cần Thơ,HQ24
7460,Phan Gia,Phượng,2002/4/24,1,HCM,NA23
7461,Võ Hữu,Đức,2002/1/30,0,Vĩnh Long,HC24
7462,Phạm Hữu,Khánh,2000/11/22,0,Trà Vinh,SP24
7463,Nguyễn Quang,Đức,2001/6/13,0,Trà Vinh,SP23
7464,Trương Quang,Kim,2002/8/9,0,Long An,MT24
7465,Trương Văn,Thanh,2003/12/2,1,HCM,TU22
7466,Phạm Quang,Uyên,2002/6/19,0,Long An,DL24
7467,Trương Trung,Vỹ,2005/7/1,1,Cần Thơ,NA22
7468,Nguyễn Hữu,Tiên,2002/11/12,1,HCM,SP24
7469,Nguyễn Nhật,Đức,2002/7/9,0,Long An,NA22
7470,Trần Quang,Bích,2002/5/4,1,HCM,HD24
7471,Phan Gia,Sang,2003/1/28,0,HCM,DL24
7472,Phan Gia,Khang,2001/1/28,0,Tây Ninh,NA22
7473,Trương Mạnh,Khanh,2000/5/23,1,Long An,TU22
7474,Trần Mạnh,Ngân,2005/10/8,0,Nam Định,TC24
7475,Trương Thị,Hậu,2001/6/17,0,An Giang,TO24
7476,Trần Hoài,Thanh,2004/4/25,0,Long An,HQ24
7477,Nguyễn Gia,Cường,2005/3/27,0,Long An,HQ23
7478,Lê Minh,Khang,2001/11/19,0,HCM,HC24
7479,Lê Thế,Thắng,2001/5/25,1,Nam Định,NA24
7480,Phạm Thị,Kiều,2004/11/16,0,Vĩnh Long,TI24
7481,Phan Gia,Sương,2001/5/25,0,Long An,HD24
7482,Lê Nhật,Duyên,2002/12/12,1,HCM,HT24
7483,Nguyễn Nhật,Oanh,2000/3/4,0,Long An,LU24
7484,Trương Nhật,Kim,2001/11/26,0,HCM,NA22
7485,Phan Văn,Ánh,2002/3/14,1,HCM,TU23
7486,Phạm Trung,Duyên,2003/5/20,1,Long An,PM24
7487,Phạm Hoàng,Ngọc,2002/2/5,0,Cần Thơ,VL24
7488,Phạm Hữu,Nhi,2005/10/10,0,Nam Định,MK24
7489,Bùi Hoài,Mỹ,2004/2/27,0,Trà Vinh,SP22
7490,Trần Mạnh,Trang,2004/5/19,0,Cần Thơ,TC24
7491,Bùi Hoài,Hồng,2000/5/3,0,An Giang,MT24
7492,Trương Mạnh,Phượng,2001/9/11,1,Long An,LU24
7493,Bùi Hoàng,Ngân,2003/8/11,1,Tây Ninh,VL24
7494,Trần Nhật,Anh,2003/8/14,0,HCM,TC24
7495,Trần Hoàng,Thương,2000/8/12,0,An Giang,SP23
7496,Phan Quang,Chi,2002/1/23,1,An Giang,SP22
7497,Bùi Hữu,Sương,2002/8/12,1,HCM,MK24
7498,Phan Hoàng,Khôi,2001/7/16,0,Trà Vinh,MT24
7499,Võ Trung,Ân,2002/6/8,1,Trà Vinh,MK24
7500,Lê Nhật,An,2004/8/9,0,Cần Thơ,TU22
7501,Võ Minh,Trang,2004/3/26,1,HCM,PM24
7502,Bùi Nhật,Oanh,2001/5/23,0,An Giang,VL24
7503,Trần Hoài,Ngọc,2005/1/29,1,An Giang,VL24
7504,Nguyễn Hữu,Bích,2003/9/19,1,Cần Thơ,TO24
7505,Lê Thế,Nhi,2001/3/24,1,Nam Định,NA22
7506,Võ Văn,Kiều,2001/10/3,1,Cần Thơ,PM22
7507,Bùi Quang,Hồng,2005/7/15,0,Tiền Giang,TU23
7508,Trần Minh,Vy,2002/2/9,0,Long An,MT24
7509,Phạm Minh,Cẩm,2002/9/9,0,Long An,MK24
7510,Trương Hoài,Ngân,2003/9/30,0,Tây Ninh,SP23
7511,Võ Hữu,Nghĩa,2001/4/17,1,Tiền Giang,TU22
7512,Nguyễn Hữu,Khanh,2005/10/11,0,Vĩnh Long,HT24
7513,Trần Mạnh,Đạt,2002/7/13,0,An Giang,LU24
7514,Trần Gia,Đại,2002/3/14,0,Vĩnh Long,HD24
7515,Võ Hoàng,Ánh,2004/12/10,0,Nam Định,TU24
7516,Phạm Thế,Phúc,2004/3/28,0,An Giang,LU24
7517,Trương Trung,Sơn,2001/1/8,0,HCM,HT23
7518,Bùi Thị,Hồng,2002/9/1,0,Long An,HT22
7519,Bùi Nhật,Khanh,2002/12/15,0,Nam Định,TU23
7520,Phạm Hoài,Diễm,2002/1/14,0,HCM,HT24
7521,Võ Hoài,Hồng,2002/9/24,0,Nam Định,MK24
7522,Bùi Quang,Dương,2003/12/21,0,An Giang,SP24
7523,Trương Thế,Linh,2005/2/28,0,HCM,PM22
7524,Lê Gia,Duyên,2005/12/28,1,Trà Vinh,TC23
7525,Phạm Nhật,Uyên,2000/10/28,1,HCM,LU24
7526,Võ Văn,Dung,2002/1/5,1,Long An,TM24
7527,Phạm Gia,Chi,2002/8/29,1,An Giang,DL24
7528,Trần Nhật,Bảo,2003/4/25,1,Long An,MT24
7529,Lê Hoài,Vinh,2000/7/4,0,Vĩnh Long,MK24
7530,Trần Hoàng,Ân,2005/8/13,1,HCM,NA23
7531,Bùi Thị,Nghĩa,2001/2/12,0,Long An,SP24
7532,Lê Nhật,Diễm,2000/9/20,0,HCM,TM24
7533,Bùi Minh,Diễm,2002/2/9,1,Vĩnh Long,HQ23
7534,Nguyễn Thế,Linh,2004/10/27,0,Tây Ninh,HT22
7535,Phan Gia,Long,2001/9/8,1,Vĩnh Long,HD24
7536,Phạm Gia,My,2004/12/19,0,Nam Định,LU24
7537,Phan Gia,Khải,2003/9/15,1,An Giang,NA22
7538,Nguyễn Trung,Phước,2000/9/1,0,Vĩnh Long,TU24
7539,Trần Hoài,Vân,2004/1/10,1,An Giang,TU24
7540,Phạm Quang,Ánh,2005/8/1,1,HCM,MK24
7541,Võ Hoài,Bạch,2001/5/6,1,Vĩnh Long,DT24
7542,Bùi Quang,Thành,2002/9/1,1,Tây Ninh,NA24
7543,Trương Thế,Bình,2001/2/16,1,Tiền Giang,DT24
7544,Nguyễn Trung,Oanh,2003/10/14,1,Long An,HT24
7545,Phạm Nhật,Vinh,2005/3/7,0,HCM,TC23
7546,Nguyễn Hoài,Thành,2001/8/10,1,Vĩnh Long,NA23
7547,Võ Mạnh,Tài,2004/7/16,1,Cần Thơ,HT24
7548,Phan Văn,Ngọc,2005/1/23,1,Nam Định,SP23
7549,Phan Mạnh,Tài,2000/2/24,1,Trà Vinh,MK24
7550,Lê Quang,Thắng,2001/7/23,0,HCM,MK24
7551,Lê Hoàng,Đức,2003/2/12,1,An Giang,PM23
7552,Trần Hữu,Bảo,2000/10/25,1,Tây Ninh,VL24
7553,Bùi Minh,Giang,2000/2/13,0,Cần Thơ,NA23
7554,Bùi Thị,An,2005/3/1,0,Trà Vinh,TU22
7555,Nguyễn Thế,Bích,2005/6/29,0,Nam Định,LU24
7556,Võ Trung,Sang,2001/3/18,0,An Giang,PM21
7557,Phan Gia,Khôi,2005/10/17,1,Tây Ninh,NA22
7558,Phạm Hoàng,Bảo,2001/8/19,0,Tiền Giang,HT23
7559,Phạm Văn,Oanh,2005/3/17,1,HCM,HT22
7560,Phạm Thị,Phúc,2000/3/15,0,Vĩnh Long,MK24
7561,Lê Minh,Đạt,2005/8/29,1,Tiền Giang,SP22
7562,Nguyễn Văn,Vy,2001/5/23,1,Nam Định,HD24
7563,Phan Nhật,Giang,2005/7/18,0,HCM,VL24
7564,Phan Trung,Diễm,2002/6/27,0,Cần Thơ,PM21
7565,Nguyễn Hoài,Anh,2001/1/14,1,Cần Thơ,MT24
7566,Võ Thị,Dung,2003/9/8,0,HCM,HT24
7567,Phạm Nhật,Thắng,2005/7/1,0,Tây Ninh,TU23
7568,Nguyễn Thế,Giang,2001/1/15,1,An Giang,HT23
7569,Trương Thế,Vy,2001/11/26,1,An Giang,MT24
7570,Phan Hoàng,Tấn,2002/9/27,0,HCM,SP22
7571,Võ Thị,Khanh,2001/9/28,0,Long An,HT22
7572,Trương Hữu,Lợi,2005/2/13,0,Trà Vinh,MK24
7573,Trần Gia,Phúc,2001/4/2,1,Vĩnh Long,SP22
7574,Phạm Hoài,Oanh,2000/7/12,0,Nam Định,PM24
7575,Bùi Nhật,Đạt,2002/10/17,1,Nam Định,VL24
7576,Bùi Hữu,Thắng,2001/12/23,1,Tây Ninh,PM22
7577,Lê Thế,Ân,2002/1/26,0,Trà Vinh,TI24
7578,Trương Trung,Diễm,2004/6/14,1,An Giang,HT22
7579,Bùi Trung,Tấn,2003/3/13,1,HCM,HT24
7580,Bùi Hoàng,Lợi,2005/3/19,0,Cần Thơ,TU24
7581,Phạm Trung,Thành,2001/6/16,1,Tiền Giang,PM21
7582,Phan Thị,Duyên,2002/2/24,0,Tiền Giang,PM24
7583,Bùi Minh,Nghĩa,2004/8/16,0,Tây Ninh,MT24
7584,Bùi Quang,Trang,2002/6/22,0,Tiền Giang,SP22
7585,Lê Minh,Đức,2005/12/25,0,Cần Thơ,HQ23
7586,Nguyễn Nhật,Lợi,2000/7/29,0,Tiền Giang,PM22
7587,Trương Thế,Hậu,2004/1/10,0,Tây Ninh,PM23
7588,Bùi Minh,Bích,2005/4/10,0,Cần Thơ,DT24
7589,Lê Thế,Khang,2000/8/28,0,Vĩnh Long,MT24
7590,Nguyễn Gia,Tiên,2002/10/7,1,An Giang,MT24
7591,Lê Hoàng,Đại,2001/9/16,0,Cần Thơ,HC24
7592,Bùi Thị,Nhã,2001/12/17,0,Nam Định,VL24
7593,Phạm Văn,Châu,2003/4/27,1,Long An,HD24
7594,Trương Gia,Linh,2003/4/15,0,An Giang,TI24
7595,Phạm Minh,An,2004/8/2,0,Trà Vinh,TC24
7596,Nguyễn Hoàng,Thương,2000/12/19,1,Tiền Giang,TM24
7597,Trương Nhật,Oanh,2004/8/19,1,Long An,HD24
7598,Lê Thế,Vy,2002/6/22,1,An Giang,DT24
7599,Võ Nhật,Chi,2003/9/15,0,Tây Ninh,MT24
7600,Võ Hoài,Hậu,2003/7/11,1,Nam Định,TU24
7601,Bùi Mạnh,Sương,2001/9/4,0,Cần Thơ,HC24
7602,Bùi Thị,Tài,2000/1/26,0,Tiền Giang,PM23
7603,Trương Nhật,Phượng,2003/4/27,0,Long An,TU24
7604,Phan Gia,Lợi,2000/8/18,1,HCM,HD24
7605,Bùi Minh,Phương,2002/12/3,0,Tây Ninh,TO24
7606,Trần Hoàng,Nghĩa,2003/7/14,1,Trà Vinh,SP24
7607,Trần Thế,Vinh,2003/5/18,1,Long An,SP22
7608,Nguyễn Hoàng,Chi,2000/3/15,1,An Giang,TU23
7609,Phạm Minh,Linh,2003/2/8,1,Nam Định,HT23
